Baud,2 bytes (sec)
9600,0.00104783854166667
14400,0.0010478125
19200,0.001047890625
38400,0.00104794921875
57600,0.00104799913194444
76800,0.00104806640625
115200,0.00104810112847222
230400,0.001048212890625
250000,0.001048225
500000,0.0010483255
